Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,YearMonth,ist_sonderposten
540410,POST,POSTAGE,3,2011-01-07 10:04:00,18.0,12530,Germany,54.0,2011-01,True
540414,POST,POSTAGE,3,2011-01-07 10:32:00,18.0,12481,Germany,54.0,2011-01,True
540418,DOT,DOTCOM POSTAGE,1,2011-01-07 11:04:00,369.95,,United Kingdom,369.95,2011-01,True
540455,POST,POSTAGE,3,2011-01-07 12:07:00,18.0,12583,France,54.0,2011-01,True
540458,POST,POSTAGE,8,2011-01-07 12:28:00,18.0,12501,Germany,144.0,2011-01,True
540463,POST,POSTAGE,2,2011-01-07 13:13:00,18.0,12489,France,36.0,2011-01,True
540468,DOT,DOTCOM POSTAGE,1,2011-01-07 13:55:00,278.97,,United Kingdom,278.97,2011-01,True
540469,POST,POSTAGE,4,2011-01-07 14:04:00,28.0,12484,Spain,112.0,2011-01,True
540480,POST,POSTAGE,4,2011-01-07 15:27:00,18.0,12480,Germany,72.0,2011-01,True
540519,POST,POSTAGE,2,2011-01-09 12:12:00,28.0,12793,Portugal,56.0,2011-01,True
540546,POST,POSTAGE,3,2011-01-09 15:56:00,28.0,12766,Portugal,84.0,2011-01,True
540547,C2,CARRIAGE,1,2011-01-09 16:07:00,50.0,14911,EIRE,50.0,2011-01,True
540551,DOT,DOTCOM POSTAGE,1,2011-01-10 09:43:00,557.0,,United Kingdom,557.0,2011-01,True
540553,POST,POSTAGE,1,2011-01-10 09:48:00,18.0,12500,Germany,18.0,2011-01,True
540562,POST,POSTAGE,3,2011-01-10 10:35:00,18.0,12524,Germany,54.0,2011-01,True
540566,M,MANUAL,1,2011-01-10 10:58:00,6.7,17811,United Kingdom,6.7,2011-01,True
540642,POST,POSTAGE,7,2011-01-10 13:22:00,18.0,12681,France,126.0,2011-01,True
540646,DOT,DOTCOM POSTAGE,1,2011-01-10 14:32:00,262.73,,United Kingdom,262.73,2011-01,True
540681,DOT,DOTCOM POSTAGE,1,2011-01-10 16:25:00,223.35,,United Kingdom,223.35,2011-01,True
540688,POST,POSTAGE,5,2011-01-11 07:57:00,18.0,12736,France,90.0,2011-01,True
540769,POST,POSTAGE,1,2011-01-11 10:38:00,18.0,12601,Germany,18.0,2011-01,True
540789,POST,POSTAGE,2,2011-01-11 11:48:00,18.0,12643,France,36.0,2011-01,True
C540793,POST,POSTAGE,-1,2011-01-11 11:53:00,3.0,14295,United Kingdom,-3.0,2011-01,True
540801,POST,POSTAGE,6,2011-01-11 12:25:00,28.0,12540,Spain,168.0,2011-01,True
540821,DOT,DOTCOM POSTAGE,1,2011-01-11 13:16:00,394.83,,United Kingdom,394.83,2011-01,True
540824,POST,POSTAGE,2,2011-01-11 13:31:00,18.0,12728,France,36.0,2011-01,True
540835,POST,POSTAGE,1,2011-01-11 15:00:00,18.0,12724,France,18.0,2011-01,True
540839,M,MANUAL,1,2011-01-11 15:42:00,12.75,16791,United Kingdom,12.75,2011-01,True
C540841,POST,POSTAGE,-1,2011-01-11 16:14:00,12.99,15602,United Kingdom,-12.99,2011-01,True
540848,DOT,DOTCOM POSTAGE,1,2011-01-12 09:26:00,491.93,,United Kingdom,491.93,2011-01,True
540900,POST,POSTAGE,2,2011-01-12 11:46:00,18.0,12712,Germany,36.0,2011-01,True
C540937,POST,POSTAGE,-1,2011-01-12 12:09:00,7.06,14748,United Kingdom,-7.06,2011-01,True
540971,POST,POSTAGE,4,2011-01-12 14:10:00,15.0,12383,Belgium,60.0,2011-01,True
540972,POST,POSTAGE,3,2011-01-12 14:13:00,18.0,12437,France,54.0,2011-01,True
540976,POST,POSTAGE,7,2011-01-12 15:00:00,18.0,12652,France,126.0,2011-01,True
540977,DOT,DOTCOM POSTAGE,1,2011-01-12 15:01:00,478.1,,United Kingdom,478.1,2011-01,True
540995,gift_0001_20,DOTCOMGIFTSHOP GIFT VOUCHER £20.00,1,2011-01-13 09:30:00,16.67,,United Kingdom,16.67,2011-01,True
540995,DOT,DOTCOM POSTAGE,1,2011-01-13 09:30:00,404.49,,United Kingdom,404.49,2011-01,True
541093,POST,POSTAGE,5,2011-01-13 13:21:00,18.0,12471,Germany,90.0,2011-01,True
541104,DOT,DOTCOM POSTAGE,1,2011-01-13 14:29:00,323.98,,United Kingdom,323.98,2011-01,True
541115,POST,POSTAGE,7,2011-01-13 15:34:00,28.0,12578,Italy,196.0,2011-01,True
541120,POST,POSTAGE,5,2011-01-14 09:13:00,18.0,12490,France,90.0,2011-01,True
541122,POST,POSTAGE,2,2011-01-14 09:23:00,18.0,12708,Germany,36.0,2011-01,True
541125,POST,POSTAGE,1,2011-01-14 10:06:00,18.0,12474,Germany,18.0,2011-01,True
541127,DOT,DOTCOM POSTAGE,1,2011-01-14 10:11:00,50.96,,United Kingdom,50.96,2011-01,True
541128,DOT,DOTCOM POSTAGE,1,2011-01-14 10:12:00,60.79,,United Kingdom,60.79,2011-01,True
541129,DOT,DOTCOM POSTAGE,1,2011-01-14 10:14:00,81.42,,United Kingdom,81.42,2011-01,True
541130,DOT,DOTCOM POSTAGE,1,2011-01-14 10:15:00,138.0,,United Kingdom,138.0,2011-01,True
541131,DOT,DOTCOM POSTAGE,1,2011-01-14 10:16:00,156.21,,United Kingdom,156.21,2011-01,True
541132,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,127.54,,United Kingdom,127.54,2011-01,True
541133,M,MANUAL,1,2011-01-14 10:17:00,2.5,,United Kingdom,2.5,2011-01,True
541133,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,120.88,,United Kingdom,120.88,2011-01,True
541138,POST,POSTAGE,6,2011-01-14 10:42:00,18.0,12553,France,108.0,2011-01,True
541219,DOT,DOTCOM POSTAGE,1,2011-01-14 14:06:00,391.32,,United Kingdom,391.32,2011-01,True
541224,POST,POSTAGE,1,2011-01-14 14:45:00,18.0,12474,Germany,18.0,2011-01,True
541265,M,MANUAL,2,2011-01-16 16:23:00,1.25,17609,United Kingdom,2.5,2011-01,True
541269,POST,POSTAGE,8,2011-01-17 11:01:00,18.0,12626,Germany,144.0,2011-01,True
C541284,M,MANUAL,-36,2011-01-17 12:45:00,0.87,17744,United Kingdom,-31.32,2011-01,True
541405,POST,POSTAGE,5,2011-01-17 15:17:00,18.0,12683,France,90.0,2011-01,True
541421,DOT,DOTCOM POSTAGE,1,2011-01-17 17:44:00,449.52,,United Kingdom,449.52,2011-01,True
541422,DOT,DOTCOM POSTAGE,1,2011-01-17 17:48:00,295.2,,United Kingdom,295.2,2011-01,True
541423,DOT,DOTCOM POSTAGE,1,2011-01-17 17:54:00,235.48,,United Kingdom,235.48,2011-01,True
541424,DOT,DOTCOM POSTAGE,1,2011-01-17 17:57:00,301.84,,United Kingdom,301.84,2011-01,True
541430,POST,POSTAGE,18,2011-01-18 09:50:00,18.0,12356,Portugal,324.0,2011-01,True
541434,C2,CARRIAGE,1,2011-01-18 10:22:00,50.0,14911,EIRE,50.0,2011-01,True
541480,POST,POSTAGE,1,2011-01-18 12:05:00,18.0,12527,Germany,18.0,2011-01,True
541485,M,MANUAL,12,2011-01-18 13:05:00,0.2,18118,United Kingdom,2.4000000000000004,2011-01,True
541491,POST,POSTAGE,3,2011-01-18 14:04:00,28.0,12510,Spain,84.0,2011-01,True
541495,DOT,DOTCOM POSTAGE,1,2011-01-18 14:59:00,116.71,,United Kingdom,116.71,2011-01,True
541496,DOT,DOTCOM POSTAGE,1,2011-01-18 15:00:00,101.0,,United Kingdom,101.0,2011-01,True
541497,DOT,DOTCOM POSTAGE,1,2011-01-18 15:19:00,243.21,,United Kingdom,243.21,2011-01,True
541505,BANK CHARGES,BANK CHARGES,1,2011-01-18 15:58:00,15.0,15939,United Kingdom,15.0,2011-01,True
541506,DOT,DOTCOM POSTAGE,1,2011-01-18 16:05:00,118.33,,United Kingdom,118.33,2011-01,True
541507,DOT,DOTCOM POSTAGE,1,2011-01-18 16:05:00,72.33,,United Kingdom,72.33,2011-01,True
541508,DOT,DOTCOM POSTAGE,1,2011-01-18 16:06:00,152.92,,United Kingdom,152.92,2011-01,True
541516,DOT,DOTCOM POSTAGE,1,2011-01-18 17:34:00,285.3,,United Kingdom,285.3,2011-01,True
541517,POST,POSTAGE,1,2011-01-19 08:34:00,18.0,12665,Germany,18.0,2011-01,True
541564,M,MANUAL,10,2011-01-19 11:38:00,0.38,16904,United Kingdom,3.8,2011-01,True
541567,POST,POSTAGE,3,2011-01-19 11:51:00,18.0,12681,France,54.0,2011-01,True
541569,POST,POSTAGE,3,2011-01-19 12:14:00,40.0,13520,Switzerland,120.0,2011-01,True
541584,DOT,DOTCOM POSTAGE,1,2011-01-19 14:12:00,118.25,,United Kingdom,118.25,2011-01,True
541592,DOT,DOTCOM POSTAGE,1,2011-01-19 15:08:00,470.12,,United Kingdom,470.12,2011-01,True
541607,POST,POSTAGE,1,2011-01-20 09:53:00,29.43,,United Kingdom,29.43,2011-01,True
541631,POST,POSTAGE,6,2011-01-20 10:48:00,18.0,12637,France,108.0,2011-01,True
C541650,M,MANUAL,-1,2011-01-20 11:44:00,544.4,,United Kingdom,-544.4,2011-01,True
C541651,M,MANUAL,-1,2011-01-20 11:48:00,1283.8,,United Kingdom,-1283.8,2011-01,True
C541653,BANK CHARGES,BANK CHARGES,-1,2011-01-20 11:50:00,1050.15,,United Kingdom,-1050.15,2011-01,True
541658,M,MANUAL,1,2011-01-20 12:16:00,2.55,15529,United Kingdom,2.55,2011-01,True
541675,POST,POSTAGE,2,2011-01-20 13:49:00,15.0,12402,Belgium,30.0,2011-01,True
541695,DOT,DOTCOM POSTAGE,1,2011-01-20 18:01:00,334.16,,United Kingdom,334.16,2011-01,True
541696,DOT,DOTCOM POSTAGE,1,2011-01-20 18:08:00,307.85,,United Kingdom,307.85,2011-01,True
541703,POST,POSTAGE,2,2011-01-21 09:52:00,28.0,12594,Italy,56.0,2011-01,True
541756,POST,POSTAGE,2,2011-01-21 11:42:00,40.0,12664,Finland,80.0,2011-01,True
541808,M,MANUAL,1,2011-01-21 14:51:00,10.0,16210,United Kingdom,10.0,2011-01,True
541810,DOT,DOTCOM POSTAGE,1,2011-01-21 15:00:00,157.08,,United Kingdom,157.08,2011-01,True
541811,DOT,DOTCOM POSTAGE,1,2011-01-21 15:01:00,171.04,,United Kingdom,171.04,2011-01,True
541827,DOT,DOTCOM POSTAGE,1,2011-01-21 17:05:00,403.81,,United Kingdom,403.81,2011-01,True
541830,DOT,DOTCOM POSTAGE,1,2011-01-21 17:09:00,214.42,,United Kingdom,214.42,2011-01,True
541857,POST,POSTAGE,6,2011-01-23 15:17:00,18.0,12727,France,108.0,2011-01,True
541869,DOT,DOTCOM POSTAGE,1,2011-01-24 09:35:00,144.45,,United Kingdom,144.45,2011-01,True
541870,DOT,DOTCOM POSTAGE,1,2011-01-24 09:39:00,105.71,,United Kingdom,105.71,2011-01,True
541871,DOT,DOTCOM POSTAGE,1,2011-01-24 09:41:00,127.09,,United Kingdom,127.09,2011-01,True
541877,POST,POSTAGE,2,2011-01-24 10:12:00,18.0,12559,Germany,36.0,2011-01,True
541878,DOT,DOTCOM POSTAGE,1,2011-01-24 10:28:00,161.08,,United Kingdom,161.08,2011-01,True
541879,DOT,DOTCOM POSTAGE,1,2011-01-24 10:31:00,80.46,,United Kingdom,80.46,2011-01,True
541962,POST,POSTAGE,2,2011-01-24 12:58:00,18.0,12693,Germany,36.0,2011-01,True
541965,POST,POSTAGE,7,2011-01-24 13:27:00,18.0,12625,Germany,126.0,2011-01,True
541969,DOT,DOTCOM POSTAGE,1,2011-01-24 13:46:00,163.67,,United Kingdom,163.67,2011-01,True
541971,DOT,DOTCOM POSTAGE,1,2011-01-24 13:48:00,124.16,,United Kingdom,124.16,2011-01,True
541979,C2,CARRIAGE,1,2011-01-24 14:54:00,50.0,14911,EIRE,50.0,2011-01,True
541980,POST,POSTAGE,1,2011-01-24 15:09:00,28.0,12421,Spain,28.0,2011-01,True
541983,M,MANUAL,1,2011-01-24 15:47:00,15.0,15797,United Kingdom,15.0,2011-01,True
541991,POST,POSTAGE,2,2011-01-25 09:11:00,15.0,12417,Belgium,30.0,2011-01,True
541993,DOT,DOTCOM POSTAGE,1,2011-01-25 09:37:00,150.25,,United Kingdom,150.25,2011-01,True
541998,POST,POSTAGE,1,2011-01-25 10:42:00,40.0,12348,Finland,40.0,2011-01,True
541999,DOT,DOTCOM POSTAGE,1,2011-01-25 10:45:00,216.11,,United Kingdom,216.11,2011-01,True
542080,POST,POSTAGE,5,2011-01-25 12:16:00,18.0,13815,Germany,90.0,2011-01,True
542115,DOT,DOTCOM POSTAGE,1,2011-01-25 14:01:00,247.54,,United Kingdom,247.54,2011-01,True
542128,POST,POSTAGE,2,2011-01-25 15:13:00,18.0,12609,Germany,36.0,2011-01,True
542132,POST,POSTAGE,2,2011-01-25 15:59:00,18.0,12691,France,36.0,2011-01,True
542147,POST,POSTAGE,4,2011-01-26 10:02:00,28.0,12782,Portugal,112.0,2011-01,True
542215,POST,POSTAGE,3,2011-01-26 12:27:00,18.0,12472,Germany,54.0,2011-01,True
542229,POST,POSTAGE,1,2011-01-26 13:38:00,18.0,12474,Germany,18.0,2011-01,True
542238,POST,POSTAGE,3,2011-01-26 14:35:00,28.0,12591,Italy,84.0,2011-01,True
542252,DOT,DOTCOM POSTAGE,1,2011-01-26 16:01:00,200.38,,United Kingdom,200.38,2011-01,True
542255,DOT,DOTCOM POSTAGE,1,2011-01-26 16:43:00,246.37,,United Kingdom,246.37,2011-01,True
542278,C2,CARRIAGE,1,2011-01-27 10:43:00,50.0,14911,EIRE,50.0,2011-01,True
542344,DOT,DOTCOM POSTAGE,1,2011-01-27 11:30:00,200.33,,United Kingdom,200.33,2011-01,True
C542348,M,MANUAL,-1,2011-01-27 12:09:00,1715.85,12539,Spain,-1715.85,2011-01,True
542369,POST,POSTAGE,1,2011-01-27 13:08:00,18.0,12645,Germany,18.0,2011-01,True
542371,POST,POSTAGE,2,2011-01-27 13:29:00,18.0,12468,Germany,36.0,2011-01,True
542375,POST,POSTAGE,2,2011-01-27 13:42:00,18.0,12626,Germany,36.0,2011-01,True
C542376,M,MANUAL,-1,2011-01-27 13:44:00,4.65,13777,United Kingdom,-4.65,2011-01,True
C542376,M,MANUAL,-2,2011-01-27 13:44:00,2.55,13777,United Kingdom,-5.1,2011-01,True
542398,M,MANUAL,1,2011-01-27 15:36:00,4.0,13174,United Kingdom,4.0,2011-01,True
542425,POST,POSTAGE,2,2011-01-28 09:20:00,18.0,12574,France,36.0,2011-01,True
542433,POST,POSTAGE,2,2011-01-28 10:45:00,18.0,12726,France,36.0,2011-01,True
542535,POST,POSTAGE,3,2011-01-28 13:37:00,18.0,12735,France,54.0,2011-01,True
C542540,POST,POSTAGE,-1,2011-01-28 14:20:00,4.41,,United Kingdom,-4.41,2011-01,True
C542540,DOT,DOTCOM POSTAGE,-1,2011-01-28 14:20:00,3.29,,United Kingdom,-3.29,2011-01,True
542541,DCGS0069,OOH LA LA DOGS COLLAR,1,2011-01-28 14:25:00,15.79,,United Kingdom,15.79,2011-01,True
542541,DOT,DOTCOM POSTAGE,1,2011-01-28 14:25:00,223.89,,United Kingdom,223.89,2011-01,True
542586,POST,POSTAGE,2,2011-01-28 15:45:00,40.0,12377,Switzerland,80.0,2011-01,True
542621,POST,POSTAGE,3,2011-01-31 09:05:00,18.0,12528,Germany,54.0,2011-01,True
542622,DCGS0003,BOXED GLASS ASHTRAY,1,2011-01-31 09:09:00,2.46,,United Kingdom,2.46,2011-01,True
542622,DOT,DOTCOM POSTAGE,1,2011-01-31 09:09:00,230.61,,United Kingdom,230.61,2011-01,True
542624,DOT,DOTCOM POSTAGE,1,2011-01-31 09:48:00,188.88,,United Kingdom,188.88,2011-01,True
542625,DOT,DOTCOM POSTAGE,1,2011-01-31 09:50:00,192.21,,United Kingdom,192.21,2011-01,True
542626,POST,POSTAGE,2,2011-01-31 09:51:00,18.0,12720,Germany,36.0,2011-01,True
542648,POST,POSTAGE,5,2011-01-31 11:46:00,18.0,12476,Germany,90.0,2011-01,True
542664,DOT,DOTCOM POSTAGE,1,2011-01-31 12:14:00,157.76,,United Kingdom,157.76,2011-01,True
542713,POST,POSTAGE,7,2011-01-31 13:27:00,18.0,12668,Germany,126.0,2011-01,True
542717,M,MANUAL,1,2011-01-31 14:07:00,2.95,17580,United Kingdom,2.95,2011-01,True
542720,POST,POSTAGE,1,2011-01-31 14:35:00,15.0,12778,Netherlands,15.0,2011-01,True
542735,POST,POSTAGE,3,2011-01-31 15:36:00,18.0,12681,France,54.0,2011-01,True
542782,POST,POSTAGE,2,2011-02-01 10:00:00,18.0,12712,Germany,36.0,2011-02,True
542794,DOT,DOTCOM POSTAGE,1,2011-02-01 10:56:00,86.77,,United Kingdom,86.77,2011-02,True
542887,POST,POSTAGE,1,2011-02-01 13:10:00,40.0,12373,Austria,40.0,2011-02,True
542894,POST,POSTAGE,2,2011-02-01 13:45:00,15.0,12775,Netherlands,30.0,2011-02,True
542904,POST,POSTAGE,3,2011-02-01 14:58:00,18.0,12682,France,54.0,2011-02,True
542905,POST,POSTAGE,1,2011-02-01 15:11:00,28.0,12540,Spain,28.0,2011-02,True
542906,DOT,DOTCOM POSTAGE,1,2011-02-01 15:12:00,189.59,,United Kingdom,189.59,2011-02,True
542911,POST,POSTAGE,1,2011-02-01 15:41:00,40.0,12676,Sweden,40.0,2011-02,True
C542916,M,MANUAL,-1,2011-02-01 16:21:00,4.0,15940,United Kingdom,-4.0,2011-02,True
542922,POST,POSTAGE,2,2011-02-02 09:06:00,18.0,12682,France,36.0,2011-02,True
542997,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,108.75,,United Kingdom,108.75,2011-02,True
542998,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,172.42,,United Kingdom,172.42,2011-02,True
542999,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,142.29,,United Kingdom,142.29,2011-02,True
543000,DOT,DOTCOM POSTAGE,1,2011-02-02 12:17:00,259.75,,United Kingdom,259.75,2011-02,True
543013,DOT,DOTCOM POSTAGE,1,2011-02-02 13:35:00,174.12,,United Kingdom,174.12,2011-02,True
543017,M,MANUAL,1,2011-02-02 14:17:00,15.0,13199,United Kingdom,15.0,2011-02,True
543027,POST,POSTAGE,1,2011-02-02 14:51:00,40.0,12414,Austria,40.0,2011-02,True
543030,POST,POSTAGE,1,2011-02-02 15:22:00,18.0,12437,France,18.0,2011-02,True
543037,POST,POSTAGE,1,2011-02-02 16:01:00,40.0,12350,Norway,40.0,2011-02,True
543048,POST,POSTAGE,3,2011-02-03 09:58:00,18.0,12600,Germany,54.0,2011-02,True
C543050,POST,POSTAGE,-1,2011-02-03 10:14:00,18.0,12625,Germany,-18.0,2011-02,True
543055,POST,POSTAGE,4,2011-02-03 10:41:00,28.0,12502,Spain,112.0,2011-02,True
543056,POST,POSTAGE,6,2011-02-03 10:47:00,18.0,12471,Germany,108.0,2011-02,True
543097,DOT,DOTCOM POSTAGE,1,2011-02-03 11:41:00,168.53,,United Kingdom,168.53,2011-02,True
543117,POST,POSTAGE,3,2011-02-03 13:30:00,15.0,12464,Belgium,45.0,2011-02,True
543121,POST,POSTAGE,2,2011-02-03 13:58:00,18.0,12662,Germany,36.0,2011-02,True
543134,M,MANUAL,1,2011-02-03 15:28:00,15.0,15885,United Kingdom,15.0,2011-02,True
543171,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,230.08,,United Kingdom,230.08,2011-02,True
543172,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,164.46,,United Kingdom,164.46,2011-02,True
C543175,POST,POSTAGE,-1,2011-02-04 09:46:00,18.0,12712,Germany,-18.0,2011-02,True
543178,C2,CARRIAGE,1,2011-02-04 10:31:00,50.0,14911,EIRE,50.0,2011-02,True
543180,POST,POSTAGE,4,2011-02-04 10:38:00,40.0,12410,Switzerland,160.0,2011-02,True
543182,DOT,DOTCOM POSTAGE,1,2011-02-04 10:40:00,208.12,,United Kingdom,208.12,2011-02,True
543188,POST,POSTAGE,6,2011-02-04 11:45:00,18.0,12567,France,108.0,2011-02,True
543200,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,166.92,,United Kingdom,166.92,2011-02,True
543201,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,212.04,,United Kingdom,212.04,2011-02,True
543345,DOT,DOTCOM POSTAGE,1,2011-02-07 12:29:00,183.09,,United Kingdom,183.09,2011-02,True
543358,DCGSSBOY,BOYS PARTY BAG,1,2011-02-07 14:04:00,3.29,,United Kingdom,3.29,2011-02,True
543358,DCGSSGIRL,GIRLS PARTY BAG,3,2011-02-07 14:04:00,3.29,,United Kingdom,9.870000000000001,2011-02,True
543358,DOT,DOTCOM POSTAGE,1,2011-02-07 14:04:00,218.26,,United Kingdom,218.26,2011-02,True
543387,POST,POSTAGE,10,2011-02-08 09:41:00,15.0,14646,Netherlands,150.0,2011-02,True
C543388,POST,POSTAGE,-3,2011-02-08 09:44:00,15.0,14646,Netherlands,-45.0,2011-02,True
543399,DOT,DOTCOM POSTAGE,1,2011-02-08 11:07:00,171.42,,United Kingdom,171.42,2011-02,True
543450,DOT,DOTCOM POSTAGE,1,2011-02-08 12:12:00,110.13,,United Kingdom,110.13,2011-02,True
543451,DOT,DOTCOM POSTAGE,1,2011-02-08 12:13:00,179.29,,United Kingdom,179.29,2011-02,True
543459,POST,POSTAGE,2,2011-02-08 13:28:00,18.0,12599,France,36.0,2011-02,True
543461,DOT,DOTCOM POSTAGE,1,2011-02-08 13:35:00,153.71,,United Kingdom,153.71,2011-02,True
543467,DOT,DOTCOM POSTAGE,1,2011-02-08 14:35:00,234.92,,United Kingdom,234.92,2011-02,True
543484,POST,POSTAGE,3,2011-02-09 10:11:00,18.0,12721,France,54.0,2011-02,True
543492,POST,POSTAGE,1,2011-02-09 10:41:00,18.0,12720,Germany,18.0,2011-02,True
543530,DOT,DOTCOM POSTAGE,1,2011-02-09 12:46:00,213.15,,United Kingdom,213.15,2011-02,True
543532,DOT,DOTCOM POSTAGE,1,2011-02-09 12:59:00,225.17,,United Kingdom,225.17,2011-02,True
543533,DOT,DOTCOM POSTAGE,1,2011-02-09 13:00:00,254.08,,United Kingdom,254.08,2011-02,True
543537,POST,POSTAGE,1,2011-02-09 13:50:00,15.0,12401,Belgium,15.0,2011-02,True
543541,POST,POSTAGE,6,2011-02-09 14:44:00,28.0,12462,Spain,168.0,2011-02,True
543543,M,MANUAL,1,2011-02-09 15:33:00,2.95,17843,United Kingdom,2.95,2011-02,True
543543,M,MANUAL,24,2011-02-09 15:33:00,0.2,17843,United Kingdom,4.800000000000001,2011-02,True
543546,DOT,DOTCOM POSTAGE,1,2011-02-09 16:52:00,206.15,,United Kingdom,206.15,2011-02,True
543550,POST,POSTAGE,1,2011-02-10 09:43:00,18.0,12601,Germany,18.0,2011-02,True
C543624,M,MANUAL,-200,2011-02-10 15:33:00,0.41,12931,United Kingdom,-82.0,2011-02,True
543625,POST,POSTAGE,2,2011-02-10 15:38:00,18.0,12583,France,36.0,2011-02,True
543629,DOT,DOTCOM POSTAGE,1,2011-02-10 15:55:00,208.92,,United Kingdom,208.92,2011-02,True
543660,DOT,DOTCOM POSTAGE,1,2011-02-11 10:40:00,248.48,,United Kingdom,248.48,2011-02,True
543732,DOT,DOTCOM POSTAGE,1,2011-02-11 12:02:00,198.21,,United Kingdom,198.21,2011-02,True
543733,POST,POSTAGE,1,2011-02-11 12:16:00,15.0,12395,Belgium,15.0,2011-02,True
C543743,M,MANUAL,-1,2011-02-11 13:39:00,4.5,12505,Italy,-4.5,2011-02,True
C543749,M,MANUAL,-1,2011-02-11 13:55:00,71.46,13672,United Kingdom,-71.46,2011-02,True
C543752,D,DISCOUNT,-1,2011-02-11 14:12:00,64.27,14031,United Kingdom,-64.27,2011-02,True
C543758,D,DISCOUNT,-1,2011-02-11 15:07:00,65.91,15299,United Kingdom,-65.91,2011-02,True
C543789,M,MANUAL,-1,2011-02-11 17:10:00,856.48,17450,United Kingdom,-856.48,2011-02,True
C543789,D,DISCOUNT,-1,2011-02-11 17:10:00,84.8,17450,United Kingdom,-84.8,2011-02,True
C543789,M,MANUAL,-1,2011-02-11 17:10:00,190.8,17450,United Kingdom,-190.8,2011-02,True
543822,POST,POSTAGE,3,2011-02-14 09:24:00,28.0,12507,Spain,84.0,2011-02,True
543826,DOT,DOTCOM POSTAGE,1,2011-02-14 09:41:00,168.19,,United Kingdom,168.19,2011-02,True
543833,POST,POSTAGE,1,2011-02-14 10:24:00,18.0,12476,Germany,18.0,2011-02,True
C543835,M,MANUAL,-8,2011-02-14 10:40:00,1.95,12963,United Kingdom,-15.6,2011-02,True
C543838,POST,POSTAGE,-1,2011-02-14 10:59:00,7.06,15827,United Kingdom,-7.06,2011-02,True
C543840,D,DISCOUNT,-1,2011-02-14 11:19:00,70.01,14527,United Kingdom,-70.01,2011-02,True
C543841,M,MANUAL,-1,2011-02-14 11:20:00,208.16,17095,United Kingdom,-208.16,2011-02,True
543900,POST,POSTAGE,3,2011-02-14 12:11:00,18.0,12621,Germany,54.0,2011-02,True
543899,C2,CARRIAGE,1,2011-02-14 12:11:00,15.0,,EIRE,15.0,2011-02,True
543909,DOT,DOTCOM POSTAGE,1,2011-02-14 12:32:00,127.24,,United Kingdom,127.24,2011-02,True
543985,DOT,DOTCOM POSTAGE,1,2011-02-15 09:44:00,138.5,,United Kingdom,138.5,2011-02,True
C543992,POST,POSTAGE,-1,2011-02-15 10:29:00,18.0,12583,France,-18.0,2011-02,True
C544047,M,MANUAL,-1,2011-02-15 12:36:00,1435.79,,United Kingdom,-1435.79,2011-02,True
C544049,BANK CHARGES,BANK CHARGES,-1,2011-02-15 12:39:00,566.37,,United Kingdom,-566.37,2011-02,True
C544054,M,MANUAL,-1,2011-02-15 12:41:00,869.55,,United Kingdom,-869.55,2011-02,True
544069,POST,POSTAGE,2,2011-02-15 14:17:00,18.0,12616,France,36.0,2011-02,True
544087,M,MANUAL,1,2011-02-15 17:02:00,3.75,17530,United Kingdom,3.75,2011-02,True
544087,M,MANUAL,2,2011-02-15 17:02:00,0.42,17530,United Kingdom,0.84,2011-02,True
544089,gift_0001_20,DOTCOMGIFTSHOP GIFT VOUCHER £20.00,1,2011-02-15 17:51:00,16.67,,United Kingdom,16.67,2011-02,True
544089,DOT,DOTCOM POSTAGE,1,2011-02-15 17:51:00,111.86,,United Kingdom,111.86,2011-02,True
544115,POST,POSTAGE,5,2011-02-16 11:45:00,18.0,12727,France,90.0,2011-02,True
C544117,POST,POSTAGE,-1,2011-02-16 11:48:00,18.0,12727,France,-18.0,2011-02,True
544157,POST,POSTAGE,2,2011-02-16 12:46:00,18.0,12372,Denmark,36.0,2011-02,True
544186,DOT,DOTCOM POSTAGE,1,2011-02-16 15:56:00,149.49,,United Kingdom,149.49,2011-02,True
544193,POST,POSTAGE,5,2011-02-17 08:23:00,15.0,12431,Belgium,75.0,2011-02,True
544200,POST,POSTAGE,2,2011-02-17 10:08:00,18.0,12494,France,36.0,2011-02,True
544201,DOT,DOTCOM POSTAGE,1,2011-02-17 10:11:00,213.08,,United Kingdom,213.08,2011-02,True
544202,DOT,DOTCOM POSTAGE,1,2011-02-17 10:29:00,143.04,,United Kingdom,143.04,2011-02,True
544203,POST,POSTAGE,3,2011-02-17 10:30:00,15.0,12362,Belgium,45.0,2011-02,True
544204,DOT,DOTCOM POSTAGE,1,2011-02-17 10:30:00,132.25,,United Kingdom,132.25,2011-02,True
544205,DOT,DOTCOM POSTAGE,1,2011-02-17 10:31:00,207.79,,United Kingdom,207.79,2011-02,True
